Ticker,Earnings,Revenue,Percentage change,Market cap,Industry
DECK,8.56,1.25,-2.73,13435486208,Footwear & Accessories
CWST,-2.70,2.80,-2.76,4422516224,Waste Management
ROKU,40.63,10.05,-3.0,9989049344,Entertainment
KLAC,12.03,4.80,5.0,62525448192,Semiconductor Equipment & Materials
MGRC,18.75,5.86,-1.63,2454376448,Rental & Leasing Services
VRSN,5.29,0.01,-0.68,20887728128,Software—Infrastructure
EXPO,-1.96,0.50,-1.36,4352665600,Engineering & Construction
APPF,130,4.45,-4.34,6509755392,Software—Application
AXNX,-25,7.67,-3.18,2831859968,Medical Devices
SKYW,176.09,2.77,-1.9,1764113792,Airlines
INTC,425,7.68,2.46,148883390464,Semiconductors
SAMG,-8.11,0.77,-4.25,148756496,Asset Management
LH,-1.44,1.62,-2.16,17813030912,Diagnostics & Research
CFR,2.92,1.05,-7.42,5848667648,Banks—Regional
TOWN,-10.34,0.66,-2.31,1716982272,Banks—Regional
NREF,2.22,2.44,6.71,364342112,REIT—Mortgage
CRS,16.42,4.68,4.53,3283074048,Metal Fabrication
ITGR,15.15,8.99,8.73,2612354304,Medical Devices
PRFT,-9.91,1.36,-27.59,2014390144,Information Technology Services
TRS,0,8.86,-3.91,1025700352,Packaging & Containers
MA,1.76,1.55,-1.17,373031141376,Credit Services
BAX,-6.78,2.29,-6.52,19111725056,Medical Instruments & Supplies
TZOO,0,1.92,-11.56,86925880,Advertising Agencies
FSV,9.77,3.16,-0.15,6540625408,Real Estate Services
ABBV,4.30,2.54,5.25,263098351616,Drug Manufacturers—General
HCA,0.23,1.84,-2.77,66903605248,Medical Care Facilities
AGCO,15.32,3.20,-4.28,8856770560,Farm & Heavy Construction Machinery
NTCT,0,0.73,-4.14,2021598208,Software—Infrastructure
INMD,2.86,0.21,1.87,2535234560,Medical Devices
NEOG,40,6.38,1.0,4010406400,Diagnostics & Research
HOG,-12.86,6.90,1.43,4684172800,Recreational Vehicles
TREE,267.74,5.94,-22.62,201058256,Financial Conglomerates
CNOB,-3.77,2.44,5.85,694266304,Banks—Regional
AEP,-0.88,6.71,-2.53,38751539200,Utilities—Regulated Electric
CROX,20.47,2.71,-15.45,5438876672,Footwear & Accessories
TW,4,0.63,8.01,18819651584,Capital Markets
KEX,14.46,0.21,3.72,4926600192,Marine Shipping
MAS,23.96,1.52,2.61,12022294528,Building Products & Equipment
SRCL,-12.24,2.09,-10.92,4136640768,Waste Management
CMCSA,15.31,1.14,4.76,182908256256,Telecom Services
CBRE,6.49,2.05,-5.2,22884636672,Real Estate Services
MCD,14.44,4.31,1.01,191985336320,Restaurants
NVCR,-8,2.38,-12.48,1721848320,Medical Devices
HZO,7.25,8.12,5.52,719102592,Specialty Retail
CNP,-3.45,2.48,-2.35,16947291136,Utilities—Regulated Electric
HSY,6.35,0.31,-3.88,40909959168,Confectioners
LII,18.04,2.94,7.01,13298012160,Building Products & Equipment
LAZ,118.18,9.20,-1.07,2693906944,Capital Markets
WAB,4.44,9.03,3.65,19036143616,Railroads
WEX,3.42,0.11,-2.37,8079217664,Software—Infrastructure
LUV,0.93,0.69,-7.51,16123811840,Airlines
CBZ,-19.12,0.25,-4.21,2585777408,Specialty Business Services
TXT,21.67,1.02,12.23,15477268480,Aerospace & Defense
AVNT,3.28,2.88,-3.45,3216970496,Specialty Chemicals
PCG,-14.81,4.62,-1.46,40345001984,Utilities—Regulated Electric
BC,1.29,0.08,-1.71,5516893696,Recreational Vehicles
KBR,5.71,0.34,-3.17,7951948800,Engineering & Construction
LIN,2.88,5.03,-0.66,181686697984,Specialty Chemicals
CVE,3.13,6.05,2.27,39752876032,Oil & Gas Integrated
XEL,-5.45,11.29,-3.14,31558719488,Utilities—Regulated Electric
FCFS,10.91,0.97,1.23,4527930880,Credit Services
LKQ,2.83,0.88,-3.63,13246697472,Auto Parts
OSTK,77.78,3.77,14.44,715114624,Internet Retail
NFBK,0,6.73,2.47,425134688,Banks—Regional
IART,24.56,1.96,-0.07,3108811008,Medical Devices
TCBK,-22.68,1.70,0.96,1065423488,Banks—Regional
VSEC,10.81,0.46,3.07,794117248,Aerospace & Defense
AGR,-58,14.43,0.26,11668881408,Utilities—Regulated Electric
MXL,3.03,3.21,-12.14,1802601600,Semiconductors
NLY,4.35,112.20,2.26,9290408960,REIT—Mortgage
VMI,6.59,8.49,0.35,5047484928,Conglomerates
MC,-100,2.48,2.04,3004574976,Capital Markets
BWB,0,6.23,2.85,265211520,Banks—Regional
PEGA,-80,3.66,1.14,3613795584,Software—Application
AEM,18.18,20.65,0.4,22491570176,Gold
PI,6.45,0.65,-3.55,1478083712,Communication Equipment
CLS,14.58,6.16,1.17,2939923456,Electronic Components
ALRS,25,1.62,1.2,363416384,Banks—Regional
CHE,-7.47,1.30,1.31,7835309056,Medical Care Facilities
IEX,2.83,0.14,-0.67,15726664704,Specialty Industrial Machinery
STX,21.74,3.01,-1.7,13707575296,Computer Hardware
PTEN,0,2.77,1.52,5745233408,Oil & Gas Drilling
MEOH,9.09,4.26,2.3,3056800256,Chemicals
TER,19.70,4.17,-0.81,15472246784,Semiconductor Equipment & Materials
WH,1.09,1.30,1.16,5859231744,Lodging
CASH,23.94,1.43,0.85,1208737920,Banks—Regional
ROL,0,2.13,0.58,18071341056,Personal Services
TNET,30.83,9.88,-1.85,5880562688,Staffing & Employment Services
MYRG,3.91,9.23,-0.07,2251772160,Engineering & Construction
LXU,0,13.24,0.64,760542208,Chemicals
LHX,1.02,7.53,2.21,32931835904,Aerospace & Defense
AMED,28.04,2.47,-1.3,3047922176,Medical Care Facilities
LSTR,2.78,2.62,1.36,6360373760,Integrated Freight & Logistics
MOH,11.88,0.52,-0.66,19115986944,Healthcare Plans
LC,200,1.62,-1.27,663033408,Credit Services
TROX,-40.74,6.19,1.37,2107217280,Chemicals
AMP,2.06,1.37,-0.15,33833738240,Asset Management
PLXS,14.78,0.37,0.6,2555192832,Electronic Components
NOW,15.61,0.99,-0.3,114027847680,Software—Application
UVSP,3.39,2.30,5.22,512212896,Banks—Regional
FLEX,11.76,1.29,0.14,12049996800,Electronic Components
EVTC,7.58,1.61,0.07,2402965760,Software—Infrastructure
IMAX,52.94,10.48,1.88,1055260288,Entertainment
CMG,3.27,0.36,-0.02,50535792640,Restaurants
CNMD,5.06,3.84,1.14,3100108800,Medical Devices
CSL,9.51,4.55,2.82,12942000128,Building Products & Equipment
BRKL,-3.70,1.10,4.61,813187712,Banks—Regional
MAT,350,9.18,-1.43,7801682432,Leisure
GSHD,36.67,4.84,2.07,2845204992,Insurance—Diversified
SEIC,4.71,1.96,-0.23,7971922432,Asset Management
GIB,1.52,0.16,-4.84,23356114944,Information Technology Services
R,21.55,3.89,7.84,4869144576,Rental & Leasing Services
BPOP,22.81,4.02,4.37,4544765952,Banks—Regional
APH,7.46,4.34,6.22,50096173056,Electronic Components
FTV,4.94,1.68,4.44,26106101760,Scientific & Technical Instruments
BA,17.17,7.01,8.68,115622133760,Aerospace & Defense
MNRO,-18.42,1.50,-6.19,872477888,Auto Parts
HES,14.04,3.64,2.27,46980333568,Oil & Gas E&P
FI,0,0.43,-1.64,68862107648,Information Technology Services
ADP,3.28,1.76,6.22,99112222720,Staffing & Employment Services
KO,8.33,2.03,1.2,242076565504,Beverages—Non-Alcoholic
CME,5.50,1.25,4.06,72028946432,Financial Data & Stock Exchanges
SLGN,-8.79,7.24,-10.84,4739771904,Packaging & Containers
ALKS,14.58,7.83,-5.41,4665317888,Drug Manufacturers—Specialty & Generic
OMF,-18.55,1.23,-6.91,4827557888,Credit Services
WNC,16.67,8.57,-3.44,992627392,Farm & Heavy Construction Machinery
TDY,0.86,0.57,-6.08,19233738752,Scientific & Technical Instruments
PAG,8.09,5.84,-2.12,11242886144,Auto & Truck Dealerships
EVR,-29.93,3.99,-1.44,5224301056,Capital Markets
NAVI,-7.89,3.30,-3.96,2093986304,Credit Services
CSTM,-10.26,2.37,6.23,2672124160,Aluminum
LIVN,34.48,10.30,12.05,2849332992,Medical Devices
GSK,14.12,5.81,0.87,74230939648,Drug Manufacturers—General
ALLE,4.14,1.57,-6.59,9146676224,Security & Protection Services
CB,11.56,4.94,-2.08,85506809856,Insurance—Property & Casualty
RNST,10.67,13.68,1.06,1470225408,Banks—Regional
ASH,-12.14,0.21,1.35,4185364992,Specialty Chemicals
TRMK,23.33,6.54,1.24,1327053184,Banks—Regional
LXFR,-10,0.54,1.67,351336032,Specialty Industrial Machinery
UMBF,-3.02,1.16,2.71,3010635008,Banks—Regional
RNR,15.96,5.60,-0.2,10129842176,Insurance—Reinsurance
PGC,-10,4.44,2.85,458824640,Banks—Regional
WFRD,-8.94,3.20,2.18,6510508032,Oil & Gas Equipment & Services
WSBC,4.41,1.28,0.65,1449451520,Banks—Regional
CVRX,1.75,10.94,0.3,314879136,Medical Devices
PACW,22.22,21.52,-20.72,949286976,Banks—Regional
SNAP,50,1.94,-2.72,14459236352,Internet Content & Information
MTDR,10.94,0.40,1.09,7086922752,Oil & Gas E&P
TENB,69.23,2.52,0.69,5180626944,Software—Infrastructure
TDOC,9.09,0.52,-2.9,3066457600,Health Information Services
MSFT,5.91,1.50,1.48,2345946841088,Software—Infrastructure
ORRF,25.33,5.62,2.55,222945520,Banks—Regional
CNI,-4.38,3.48,0.21,71474724864,Railroads
CSGP,3.33,0.26,1.05,31397031936,Real Estate Services
V,2.37,0.72,-0.41,478374789120,Credit Services
WSBF,-25.93,3.98,-1.07,233208720,Banks—Regional
GOOGL,9.09,3.03,0.45,1656046354432,Internet Content & Information
FVCB,4.55,1.79,6.42,228044912,Banks—Regional
ATRC,55.56,3.05,-1.37,2073925632,Medical Instruments & Supplies
NVR,15.41,3.90,2.02,19466178560,Residential Construction
GATX,7.45,3.85,-1.24,3857849344,Rental & Leasing Services
PCAR,8.88,1.94,-2.02,44448878592,Farm & Heavy Construction Machinery
HUBB,12.12,0.98,-4.55,16808492032,Electrical Equipment & Parts
GLW,0,0.40,1.92,25990361088,Electronic Components
KMB,11.49,0.44,-3.24,40869654528,Household & Personal Products
VZ,3.42,2.38,1.06,136252932096,Telecom Services
MCO,3.14,2.15,1.26,58003918848,Financial Data & Stock Exchanges
ADM,18.87,1.18,4.24,40432812032,Farm Products
SHW,21.40,3.73,2.81,65585852416,Specialty Chemicals
MSCI,4.49,2.72,7.23,40578781184,Financial Data & Stock Exchanges
IVZ,-22.50,0.56,-6.79,6513976832,Asset Management
MMM,31.52,4.65,5.07,51677491200,Conglomerates
PHM,21.46,5.90,6.91,16249902080,Residential Construction
TRU,3.61,1.04,1.22,13877007360,Consulting Services
SPOT,-111.25,2.28,-17.19,30104696832,Internet Content & Information
DHR,2.50,0.83,0.29,183185129472,Diagnostics & Research
ST,2.11,3.12,-8.36,5764599808,Scientific & Technical Instruments
NWE,-31.37,15.03,0.21,2885608960,Utilities—Diversified
SMBK,-3.70,6.26,0.37,363377632,Banks—Regional
CATY,9.40,4.25,1.88,2522296832,Banks—Regional
NUE,3.94,2.16,1.13,38887686144,Steel
HXL,4.17,2.19,-0.63,5502095360,Aerospace & Defense
CHX,8.89,5.29,0.52,7002250752,Oil & Gas Equipment & Services
CADE,-4.48,2.13,2.43,3875217408,Banks—Regional
WSFS,5.45,3.28,4.32,2228566016,Banks—Regional
MEDP,1.58,6.99,1.18,7400171008,Diagnostics & Research
HSTM,44.44,0.34,-0.6,662216832,Health Information Services
NXPI,4.89,2.98,-0.98,51539775488,Semiconductors
CCK,1.82,10.52,-0.29,10675023872,Packaging & Containers
AGYS,63.64,0.70,-0.67,1677414144,Software—Application
RBB,5.45,2.13,2.79,242759936,Banks—Regional
FFIV,12.24,0.67,0.99,9556633600,Software—Infrastructure
WHR,10.79,2.13,0.37,7329139712,"Furnishings, Fixtures & Appliances"
CDNS,3.39,0.35,-0.5,63680401408,Software—Application
TRST,1.18,1.88,3.78,519175904,Banks—Regional
TMP,-42.16,7.23,-2.27,703653184,Banks—Regional
LCNB,25,0.43,5.3,158636736,Banks—Regional
IPG,23.33,2.91,-12.63,11032237056,Advertising Agencies
AN,7.89,3.69,-14.52,6668806144,Auto & Truck Dealerships
SLB,1.41,1.65,-2.84,82855378944,Oil & Gas Equipment & Services
ISTR,81.08,3.07,1.34,104112728,Banks—Regional
CCNE,-1.61,1.56,1.59,380232128,Banks—Regional
OCFC,-6.12,0.16,3.16,859829120,Banks—Regional
BANF,1.86,0.58,2.08,2857042432,Banks—Regional
SFBS,10.11,4.11,2.85,2839263488,Banks—Regional
KNX,-10.91,2.39,-0.09,8088894464,Trucking
CSX,0,0.85,0.09,61694648320,Railroads
WABC,0,0.53,3.31,1152551936,Banks—Regional
BSVN,7.14,1.88,-1.41,206086704,Banks—Regional
CASS,-22.39,2.94,1.89,509095744,Specialty Business Services
OFG,10.71,4.28,6.89,1407337600,Banks—Regional
FCX,25,1.59,4.41,53460434944,Copper
MAN,-1.86,0.64,-5.75,3635293696,Staffing & Employment Services
ABT,3.85,2.84,4.45,168069611520,Medical Devices
NEM,-15.38,6.52,-5.03,29338300416,Gold
TRV,-97.36,0.28,1.54,37388517376,Insurance—Property & Casualty
KEY,-6.90,1.38,10.31,10070488064,Banks—Regional
MKTX,3.16,0.82,3.33,8049399808,Capital Markets
SNA,7.95,0.59,-7.27,13496882176,Tools & Accessories
WTFC,0,0.97,7.23,4621506048,Banks—Regional
SNV,1.75,0.53,5.98,4063442688,Banks—Regional
ZION,-1.77,4.46,9.47,5168778752,Banks—Regional
CALX,16.13,1.84,-1.41,3040108800,Software—Application
DFS,-3.28,0.13,0.75,21652994048,Credit Services
FNB,2.63,1.48,4.96,3871678464,Banks—Regional
IBM,9,0.42,0.57,127814148096,Information Technology Services
EFX,2.40,0.38,0.21,22479849472,Consulting Services
TSLA,9.64,0.17,0.38,794195722240,Auto Manufacturers
AA,40.68,2.16,-1.33,5185756672,Aluminum
UAL,26.07,1.80,3.07,13873553408,Airlines
BANR,-15.38,9.76,4.55,1455549568,Banks—Regional
NFLX,16.25,0.93,5.9,167332315136,Entertainment
GS,-5.23,1.01,4.05,106671652864,Capital Markets
NDAQ,9.23,1.64,-1.2,23873044480,Financial Data & Stock Exchanges
HAL,2.67,0.84,-1.04,36391112704,Oil & Gas Equipment & Services
CVNA,51.33,13.18,52.46,7455647744,Auto & Truck Dealerships
CBSH,9.68,2.57,8.28,5983106048,Banks—Regional
OMC,0.56,0.33,1.77,14715088896,Advertising Agencies
LMT,4.67,5.28,-2.27,102988808192,Aerospace & Defense
SYF,8.20,2.08,4.12,12783854592,Credit Services
CFB,0,2.26,3.89,497346208,Banks—Regional
C,4.58,0.37,-3.81,79204040704,Banks—Diversified
BLK,9.56,0.21,-0.66,96522903552,Asset Management
UNH,3.72,2.54,6.23,467033718784,Healthcare Plans
PGR,-43.18,0.06,-13.63,81504436224,Insurance—Property & Casualty
CTAS,4.39,1.65,-0.2,49027907584,Specialty Business Services
FAST,0,0.11,-4.47,31217635328,Industrial Distribution
DAL,10.74,3.91,-2.03,23806466048,Airlines
PEP,7.18,3.30,1.93,233247719424,Beverages—Non-Alcoholic
MLKN,5.13,1.37,6.26,1829935872,"Furnishings, Fixtures & Appliances"
ANGO,-33.33,0.37,1.14,289996480,Medical Instruments & Supplies
CAMP,-125,6.60,4.76,15239528,Communication Equipment
NKE,-1.49,1.83,0.03,146295734272,Footwear & Accessories
ACCD,18.75,3.13,4.29,800176000,Health Information Services
BSET,650,2.05,1.62,129475232,"Furnishings, Fixtures & Appliances"
PAYX,-1.02,0.95,-1.68,41660887040,Staffing & Employment Services
LNN,-29.49,21.52,-7.91,1295527296,Farm & Heavy Construction Machinery
MKC,5.26,0.83,-6.13,20352000000,Packaged Foods
GBX,70,10.06,32.65,1235328000,Railroads
BB,220,134.06,4.38,2750399744,Software—Infrastructure
MU,9.49,1.99,2.76,74513252352,Semiconductors
UNF,-29.12,2.09,-6.95,3047357696,Specialty Business Services
JEF,-12.12,5.93,1.53,7707977728,Capital Markets
AVAV,-2.94,12.27,0.34,2932168192,Aerospace & Defense
LVO,-150,3.74,-1.84,86247712,Entertainment
SNX,-2.80,2.13,-3.9,9190515712,Electronics & Computer Distribution
WBA,-5.66,4.82,-8.5,19198924800,Pharmaceutical Retailers
KFY,0,3.86,-1.31,2500306176,Staffing & Employment Services
CCL,6.06,2.08,-2.54,17919281152,Travel Services
KMX,56.76,5.40,10.57,11221739520,Auto & Truck Dealerships
FDS,4.70,0.39,-4.09,16679808000,Financial Data & Stock Exchanges
MEI,-8.70,0.13,-8.64,822817088,Electronic Components
ACN,7.77,0.41,-2.92,193328185344,Information Technology Services
SCS,400,4.75,-1.9,1274072576,Business Equipment & Supplies
WGO,22.41,5.24,-1.37,1796020224,Recreational Vehicles
LZB,35.62,5.15,0.0,1329430272,"Furnishings, Fixtures & Appliances"
FDX,2.28,3.49,-1.25,66606190592,Integrated Freight & Logistics
ADBE,3.44,1.10,3.1,232157462528,Software—Infrastructure
KR,5.59,0.57,-2.19,32189388800,Grocery Stores
JBL,5.85,3.80,6.28,16607490048,Electronic Components
LEN,26.72,10.48,-1.07,31908448256,Residential Construction
ATEX,43.66,32.52,5.46,597701120,Telecom Services
ITI,-120,5.06,-0.21,176950640,Communication Equipment
ORCL,5.70,0.71,1.83,290155134976,Software—Infrastructure
CTLT,30.77,11.45,5.66,8207783936,Drug Manufacturers—Specialty & Generic
DOCU,35.85,3.16,-1.63,8534609920,Software—Application
TTC,5.33,6.82,-6.76,8629436416,Tools & Accessories
ALYA,400,1.55,1.05,145570784,Information Technology Services
SCWX,-33.33,3.16,-15.73,535521184,Software—Infrastructure
SIG,23.61,2.27,-9.35,3223277824,Luxury Goods
GHM,37.50,16.29,9.89,177668144,Specialty Industrial Machinery
TCOM,66.67,13.91,-0.38,23040438272,Travel Services
GEF,35.11,5.91,4.3,3121737216,Packaging & Containers
SMTC,128.57,0.91,3.17,1652490752,Semiconductors
SMAR,125,2.69,-0.37,5467480576,Software—Application
VRNT,15.22,0.11,2.61,1477592576,Software—Infrastructure
GME,17.65,7.78,8.75,5024266240,Specialty Retail
CPB,6.25,0.45,-10.61,12239581184,Packaged Foods
VBNK,12,2.29,2.19,203636160,Banks—Regional
LOVE,28.21,5.67,0.92,303122656,"Furnishings, Fixtures & Appliances"
JILL,23.08,0.05,3.1,313839936,Apparel Retail
CASY,-5.70,2.21,-2.04,10118627328,Specialty Retail
LMNR,5,0.76,2.55,275436736,Farm Products
YEXT,60,0.90,5.03,787977408,Software—Infrastructure
SJM,9.09,2.36,-2.6,12552921088,Packaged Foods
CIEN,23.33,4.35,-11.21,6987012608,Communication Equipment
CXM,500,2.68,3.13,3743360000,Software—Application
HQY,21.95,1.91,-0.71,6255089664,Health Information Services
SAIC,19.55,4.74,-1.45,5586802176,Information Technology Services
ESTC,144.44,0.97,-0.47,7995567616,Software—Application
S,6.25,2.03,-1.0,4985063424,Software—Infrastructure
PD,122.22,0.53,4.32,2098571008,Software—Application
TLYS,-17.65,1.08,-6.7,243276816,Apparel Retail
ZUMZ,-10.34,0.47,-3.92,352587712,Apparel Retail
LULU,15.74,3.96,-2.1,48795471872,Apparel Retail
VMW,-5.10,0.96,0.93,71884398592,Software—Infrastructure
MDB,194.74,6.35,1.09,24675241984,Software—Infrastructure
ZS,14.29,0.34,1.02,22898022400,Software—Infrastructure
REED,-66.67,20.98,2.07,13591364,Beverages—Non-Alcoholic
M,21.74,1.20,-1.65,3176890368,Department Stores
HRL,2.56,2.78,4.36,20782671872,Packaged Foods
BILI,15.91,0.96,-2.4,5663793664,Electronic Gaming & Multimedia
CONN,-12.59,5.01,-7.61,96140632,Specialty Retail
PVH,10.88,1.36,-3.89,4623109120,Apparel Manufacturing
JWN,158.33,2.17,-5.38,2415469312,Department Stores
CRM,4.97,0.95,1.87,197304942592,Software—Application
VEEV,15.19,2.11,-0.9,32685463552,Health Information Services
CRWD,14,2.26,0.37,39968337920,Software—Infrastructure
CHWY,600,1.87,-5.45,7857825792,Internet Retail
NCNO,40,1.05,-1.4,3590569728,Software—Application
NTAP,14.07,2.36,-5.67,15843060736,Computer Hardware
OKTA,83.33,1.45,0.53,13371878400,Software—Infrastructure
PHR,12.50,3.97,-1.61,1031298560,Health Information Services
CAE,0,3.30,-7.41,7465135104,Aerospace & Defense
DCI,2.70,0.48,-9.3,7230872576,Specialty Industrial Machinery
HPQ,5.26,1.21,-2.18,25398513664,Computer Hardware
BOX,18.52,1.06,-0.28,3487329024,Software—Infrastructure
AMBA,25,0.03,1.21,2114740864,Semiconductor Equipment & Materials
TNP,5.38,2.92,-2.86,613126400,Oil & Gas Midstream
MDWD,-41.94,28.66,-5.47,100810384,Biotechnology
SKY,11.11,0.20,-1.62,5778346496,Residential Construction
ESLT,-1.73,0.04,-2.09,8790846464,Aerospace & Defense
HIBB,-8.05,0.43,-12.6,588857920,Apparel Retail
CAN,-186.67,9.46,-26.74,309469184,Computer Hardware
SVM,0,2.54,-5.76,415517568,Silver
RH,6.25,1.91,-0.02,4864276480,Specialty Retail
DECK,32.57,12.50,0.15,13435486208,Footwear & Accessories
ULTA,0.88,0.61,0.73,19664365568,Specialty Retail
GPS,105.88,0.37,-6.55,3931834880,Apparel Retail
DOMO,0,0.59,1.85,353972288,Software—Application
WDAY,18.02,0.97,2.14,56290701312,Software—Application
MRVL,6.90,1.60,8.73,46703366144,Semiconductors
ADSK,0,0.29,1.87,44229910528,Software—Application
TD,-5.92,0.25,-5.56,110337867776,Banks—Diversified
REX,275,20.86,12.27,712750656,Chemicals
GCO,-44.55,1.11,-34.43,354605664,Apparel Retail
BBW,-2.97,3.37,-1.35,427374368,Specialty Retail
MDT,0.64,3.59,-4.13,104260337664,Medical Devices
AFYA,-12.82,0.82,0.59,1480820224,Education & Training Services
GES,75,2.58,-1.75,1159629184,Apparel Retail
SPLK,205.88,4.52,-0.66,24646195200,Software—Infrastructure
MOD,39.58,2.91,-5.96,2391961088,Auto Parts
NVDA,18.48,10.50,-1.49,1074425298944,Semiconductors
ENS,31.88,3.91,-2.47,3885247232,Electrical Equipment & Parts
PATH,450,6.76,-1.45,9696886784,Software—Infrastructure
RAMP,77.78,0.82,-0.48,1910208768,Software—Infrastructure
PLUS,28.30,2.18,0.48,1711095424,Software—Application
ANF,"2,050",2.93,32.92,2838629632,Apparel Retail
KSS,129.55,1.48,6.26,2320041216,Department Stores
WOOF,20,4.93,-15.35,1095158912,Specialty Retail
PLAB,22.73,8.16,7.75,1264105088,Semiconductor Equipment & Materials
EXPR,-25.32,1.59,-17.28,33707072,Apparel Retail
OOMA,23.08,0.62,-1.8,333056000,Telecom Services
SUNW,35.71,9.69,0.0,23034284,Solar
VFC,30.77,0.20,0.58,6871297536,Apparel Manufacturing
A,0,2.97,-0.02,32717078528,Diagnostics & Research
NLS,-7.69,33.11,-6.45,30680108,Leisure
INTU,5.56,1.19,0.04,143195537408,Software—Application
WSM,9.54,1.73,-1.97,9968133120,Specialty Retail
DKS,5.59,0.88,-1.91,9231808512,Specialty Retail
BJ,1.19,1.85,-7.65,9544453120,Discount Stores
LOW,5.46,3.64,-0.02,119947583488,Home Improvement Retail
NDSN,7.62,1.88,-0.58,12723926016,Specialty Industrial Machinery
PETS,-73.33,10.76,2.78,216985328,Pharmaceutical Retailers
ZIM,-177.78,11.91,-8.59,1256278016,Marine Shipping
DE,12.60,8.32,-1.03,108685811712,Farm & Heavy Construction Machinery
GLOB,0.79,0.06,5.72,8395705856,Information Technology Services
CVCO,8.23,6.17,-0.24,2305179648,Residential Construction
MNRO,-75.76,3.93,-7.02,872477888,Auto Parts
WMT,11.36,1.67,0.22,430461157376,Discount Stores
EVGN,6.25,26.32,-3.08,30535828,Biotechnology
DESP,"-1,100",3.64,14.53,478908896,Travel Services
TTWO,25,4,1.01,23842574336,Electronic Gaming & Multimedia
VSAT,7.98,2.68,2.53,2290055168,Communication Equipment
CSCO,3.09,1.27,0.83,217989267456,Communication Equipment
SNPS,2.83,1.22,1.71,69801992192,Software—Infrastructure
HWKN,12.24,6.39,2.06,1241787904,Specialty Chemicals
TJX,7.04,0.34,0.16,101685829632,Apparel Retail
WKME,27.27,1.29,5.47,836578688,Software—Application
DT,40.91,3.61,0.97,13705441280,Software—Application
RSKD,100,0.53,14.04,753952576,Software—Application
TGT,17.82,0.06,2.27,51039662080,Discount Stores
WIX,295.65,1.41,6.04,5211981824,Software—Infrastructure
KEYS,9.28,0.78,0.36,23494948864,Scientific & Technical Instruments
AGYS,18.18,2.71,0.73,1677414144,Software—Application
DOCS,17.65,0.78,2.11,4131788544,Health Information Services
QUIK,33.33,3.88,5.01,119184824,Semiconductors
MMYT,110,5.38,-0.58,4300387840,Travel Services
PRQR,0,75.51,-7.29,105221736,Biotechnology
SSYS,125,5.07,11.03,940804864,Computer Hardware
MEDS,-50,8.99,-0.25,8767605,Pharmaceutical Retailers
ICMB,5.88,3.23,2.28,57427272,Asset Management
PRSO,10,5.96,-15.91,4207312,Semiconductors
ICAD,-27.27,8,-3.85,53299864,Medical Devices
CARA,7.55,22.18,2.72,90850536,Biotechnology
WKHS,25,70.56,-3.58,88181416,Auto Manufacturers
CMRE,0,9.56,0.71,1131715968,Marine Shipping
MNDY,150,4.54,1.25,7686743552,Software—Application
SOHU,26,1.31,-3.94,317805376,Electronic Gaming & Multimedia
SPB,39.13,4.95,-1.05,2795042048,Household & Personal Products
LFT,-100,25.42,-2.91,108640896,REIT—Mortgage
AIRG,-33.33,0.07,-0.62,38256080,Communication Equipment
PFX,8.97,7.48,0.77,79157568,Asset Management
SRT,-14.29,3.20,-1.93,130980848,Information Technology Services
IRIX,-8.33,0.48,-0.44,41221912,Medical Devices
EGHT,37.50,0.37,4.21,302263904,Software—Application
PHUN,0,9.41,10.1,21942444,Software—Application
EGAN,200,1.95,-5.32,192993248,Software—Application
AWH,"-1,360",0.70,-13.33,54662888,Diagnostics & Research
HROW,50,0.82,-4.18,504606848,Drug Manufacturers—Specialty & Generic
ILLM,20,6.67,-1.43,84095608,Advertising Agencies
RWLK,12.50,38.50,-1.59,45552120,Medical Devices
GERN,22.22,85,2.12,1109546496,Biotechnology
PGTI,27.27,0.53,-3.65,1619248512,Building Products & Equipment
OPTN,-6.25,15.01,6.45,138034288,Drug Manufacturers—Specialty & Generic
SCYX,10.71,24.67,-5.82,84760592,Drug Manufacturers—Specialty & Generic
CIR,341.67,7.57,7.93,1136842880,Specialty Industrial Machinery
KOPN,25,13.24,12.0,139439904,Electronic Components
CYBR,34.62,0.24,3.2,6839870464,Software—Infrastructure
AGLE,-5.26,16.47,-7.06,49584568,Biotechnology
TPR,32.20,4.61,3.58,6587458560,Luxury Goods
DDS,29.77,1.04,-2.49,5433487872,Department Stores
AVAH,16.67,3.53,5.83,230512528,Medical Care Facilities
HAE,13.24,6.99,4.61,4542780928,Medical Instruments & Supplies
YETI,20,3.81,-0.99,4182434048,Leisure
ENTG,25,3.66,18.03,14096643072,Semiconductor Equipment & Materials
FVRR,50,0.49,-2.97,939136576,Internet Content & Information
TTEK,21.88,19.70,2.6,8094928384,Engineering & Construction
GRPN,19.75,9.13,13.43,478728544,Internet Content & Information
WATT,0,35.33,-8.08,7365568,Scientific & Technical Instruments
STN,0,6.25,1.41,7198818816,Engineering & Construction
KLR,83.67,5.47,-1.14,96479512,Software—Application
ALRM,36.67,1.17,4.79,3051258880,Software—Application
FLEX,11.76,4.08,2.17,12049996800,Electronic Components
DV,75,3.96,3.3,4678914048,Software—Application
STE,6.98,8.71,1.45,21674614784,Medical Devices
MGNI,118.18,17.36,8.28,1032670912,Advertising Agencies
SONO,-71.43,3.52,-2.13,1655810816,Consumer Electronics
CPRX,-13.33,2.80,0.11,1245955200,Biotechnology
